-0.02785127	-0.043217454	0.047137227	0.011560021	0.050097365	0.0136358	0.0064522047	0.063599944	-0.030501535	0.08513848	0.04517283	-0.05654704	-0.025542079	-0.030281996	0.027955374	0.013151924
-0.10906983	-0.062323634	0.049955096	-0.0021375099	0.09409499	-0.04288052	-0.022656538	-0.042774897	-0.025199289	0.10156064	0.05164862	-0.01893716	0.00510786	-0.07015046	0.012388359	0.019594027
-0.05040273	-0.09361998	0.109579965	-0.044053417	0.09297627	-0.06809996	0.031961706	-0.050144088	-0.03071553	-0.0037579737	0.055579197	-0.022518756	-0.019379053	-0.054305438	0.016687747	0.028336521
-0.07226976	-0.037075758	0.07103033	0.00010592852	0.046719667	0.00809724	0.008275314	-0.028912498	-0.01334377	0.05411161	0.06614936	-0.065687664	-0.0027833495	-0.06935239	0.06415089	0.012943351
-0.0018787263	0.0054852725	0.0340771	-0.061921105	0.06760731	0.021169685	0.06395843	-0.020348964	0.08962408	0.040790744	0.006218343	0.035848968	-0.014457458	-0.08289502	-0.004261194	-0.056406915
-0.10556105	-0.079543985	0.035958525	0.008557628	0.03528646	-0.02343432	-0.0155267855	-0.025608847	0.03851684	0.059512984	0.054108575	-0.038578358	0.080162115	-0.11605412	0.08227265	0.03921109
-0.059868027	-0.07789224	0.08590577	-0.015103145	0.09992119	-0.030275095	-0.033632975	-0.07279298	0.007687847	0.11260458	0.008725302	0.0021360726	-0.020497035	-0.012546186	-0.08273133	0.0017806885
-0.058880184	-0.093260914	0.05362313	0.0012618965	0.044859793	-0.011875383	-0.03406157	0.022694416	0.023921954	0.022935625	0.022074297	0.04083689	0.0399438	-0.08590909	0.009917463	0.08777826
-0.057879847	-0.07797183	0.02691887	-0.06181085	-0.027513795	-0.032665398	0.029770045	-0.0074510947	0.018813495	0.03486808	0.02015531	-0.070319496	-0.04255567	-0.09278189	0.029365472	0.056456808
-0.04771394	-0.068529755	-0.002711175	0.042039204	0.014395083	0.03699926	0.027928827	-0.07695215	-0.053702176	0.023957882	-0.052875295	-0.0019316853	-0.07906389	-0.06877171	0.06423528	0.004959746
